#EVU_Zähler, HausEnergie_Verbrauch_Wh, PV_Energie_Wh, HausEnergie_Export_Wh, HausEnergie_Import_Wh, WW_Speicher_Energie_Wh
1500, 32068645, 3135, 3772, 0, 1134, 428
1505, 32068646, 3158, 3794, 1772, 1136, 428
1510, 32068651, 3187, 3818, 1772, 1141, 428
1515, 32068654, 3218, 3846, 1772, 1143, 428
1520, 32068655, 3248, 3876, 1772, 1144, 428
1525, 32068651, 3280, 3912, 1776, 1144, 428
1530, 32068639, 3312, 3955, 1787, 1144, 428
1535, 32068628, 3344, 3998, 1798, 1144, 428
1540, 32068615, 3375, 4043, 1812, 1144, 428
1545, 32068608, 3408, 4083, 1819, 1145, 428
1550, 32068605, 3438, 4115, 1822, 1145, 428
1555, 32068600, 3463, 4145, 1827, 1145, 428
1600, 32068608, 3495, 4169, 1827, 1152, 428
1605, 32068614, 3527, 4196, 1827, 1158, 428
1610, 32068619, 3564, 4227, 1827, 1164, 428
1615, 32068627, 3609, 4265, 1827, 1172, 428
1620, 32068631, 3654, 4306, 1827, 1175, 428
1625, 32068648, 3709, 4344, 1827, 1192, 428
1630, 32068670, 3767, 4379, 1827, 1215, 428
1635, 32068693, 3825, 4415, 1827, 1237, 428
1640, 32068715, 3879, 4447, 1827, 1259, 428
1645, 32068727, 3917, 4472, 1827, 1272, 428
1650, 32068736, 3945, 4492, 1827, 1280, 428
1655, 32068751, 3977, 4509, 1827, 1295, 428
1700, 32068769, 4010, 4523, 1827, 1313, 428
1705, 32068787, 4040, 4536, 1827, 1331, 428
1710, 32068816, 4081, 4548, 1827, 1361, 428
1715, 32068850, 4126, 4558, 1827, 1395, 428
1720, 32068884, 4170, 4569, 1827, 1428, 428
1725, 32068910, 4211, 4583, 1827, 1455, 428
1730, 32068934, 4251, 4599, 1827, 1479, 428
1735, 32068961, 4295, 4616, 1827, 1505, 428
1740, 32068987, 4338, 4633, 1827, 1532, 428
1745, 32069013, 4382, 4651, 1827, 1558, 428
1750, 32069040, 4428, 4670, 1827, 1585, 428
1755, 32069081, 4486, 4688, 1827, 1626, 428
1800, 32069118, 4543, 4707, 1827, 1663, 428
1805, 32069152, 4595, 4725, 1827, 1697, 428
1810, 32069172, 4630, 4740, 1827, 1717, 428
1815, 32069188, 4659, 4753, 1827, 1733, 428
1820, 32069209, 4692, 4765, 1827, 1754, 428
1825, 32069229, 4726, 4779, 1827, 1774, 428
1830, 32069247, 4759, 4794, 1827, 1792, 428
1835, 32069264, 4793, 4811, 1827, 1809, 428
1840, 32069284, 4829, 4827, 1827, 1829, 428
1845, 32069301, 4862, 4843, 1827, 1845, 428
1850, 32069310, 4892, 4864, 1827, 1854, 428
1855, 32069321, 4923, 4884, 1827, 1866, 428
1900, 32069335, 4953, 4901, 1827, 1879, 428
1905, 32069347, 4984, 4919, 1827, 1892, 428
1910, 32069355, 5014, 4942, 1827, 1899, 428
1915, 32069362, 5045, 4966, 1827, 1906, 428
1920, 32069371, 5076, 4987, 1827, 1915, 428
1925, 32069383, 5107, 5006, 1827, 1927, 428
1935, 32069415, 5170, 5037, 1827, 1959, 428
1940, 32069483, 5254, 5054, 1827, 2027, 428
1945, 32069670, 5458, 5071, 1827, 2214, 428
1950, 32069894, 5700, 5089, 1827, 2438, 428
1955, 32070111, 5936, 5107, 1827, 2655, 428
2000, 32070327, 6170, 5125, 1827, 2872, 428
2005, 32070544, 6404, 5143, 1827, 3088, 428
2010, 32070672, 6552, 5162, 1827, 3217, 428
2015, 32070696, 6597, 5183, 1827, 3241, 428
2020, 32070721, 6642, 5203, 1827, 3265, 428
2025, 32070743, 6686, 5226, 1827, 3287, 428
2030, 32070764, 6730, 5248, 1827, 3309, 428
2035, 32070791, 6776, 5268, 1827, 3335, 428
2040, 32070820, 6823, 5285, 1827, 3365, 428
2045, 32070855, 6872, 5299, 1827, 3399, 428
2050, 32070891, 6919, 5311, 1827, 3436, 428
2055, 32070930, 6968, 5320, 1827, 3474, 428
2100, 32070969, 7014, 5328, 1827, 3513, 428
2105, 32070994, 7047, 5335, 1827, 3539, 428
2110, 32071020, 7078, 5340, 1827, 3565, 428
2115, 32071047, 7109, 5344, 1827, 3591, 428
2120, 32071074, 7140, 5348, 1827, 3619, 428
2125, 32071109, 7177, 5350, 1827, 3654, 428
2130, 32071146, 7215, 5352, 1827, 3691, 428
2135, 32071184, 7254, 5353, 1827, 3728, 428
2140, 32071225, 7295, 5353, 1827, 3770, 428
2145, 32071262, 7333, 5353, 1827, 3807, 428
2150, 32071298, 7368, 5353, 1827, 3842, 428
2155, 32071319, 7389, 5353, 1827, 3863, 428
2200, 32071336, 7406, 5353, 1827, 3880, 428
2205, 32071350, 7421, 5353, 1827, 3895, 428
2210, 32071365, 7436, 5353, 1827, 3910, 428
2215, 32071380, 7450, 5353, 1827, 3924, 428
2220, 32071398, 7468, 5353, 1827, 3942, 428
2225, 32071415, 7485, 5353, 1827, 3959, 428
2230, 32071428, 7498, 5353, 1827, 3972, 428
2235, 32071441, 7511, 5353, 1827, 3985, 428
2240, 32071454, 7525, 5353, 1827, 3999, 428
2245, 32071468, 7538, 5353, 1827, 4012, 428
2250, 32071482, 7552, 5353, 1827, 4026, 428
2255, 32071497, 7567, 5353, 1827, 4041, 428
2300, 32071507, 7578, 5353, 1827, 4052, 428
2305, 32071518, 7588, 5353, 1827, 4062, 428
2310, 32071528, 7599, 5353, 1827, 4073, 428
2315, 32071540, 7610, 5353, 1827, 4084, 428
2320, 32071551, 7622, 5353, 1827, 4096, 428
2325, 32071563, 7633, 5353, 1827, 4107, 428
2330, 32071576, 7647, 5353, 1827, 4121, 428
2335, 32071591, 7661, 5353, 1827, 4135, 428
2340, 32071606, 7676, 5353, 1827, 4150, 428
2345, 32071620, 7691, 5353, 1827, 4165, 428
2350, 32071634, 7705, 5353, 1827, 4179, 428
2355, 32071645, 7715, 5353, 1827, 4189, 428
