0000, 32060874, 0, 0, 0, 0, 0
0005, 32060886, 12, 0, 0, 12, 0
0010, 32060896, 22, 0, 0, 22, 0
0015, 32060905, 31, 0, 0, 31, 0
0020, 32060914, 40, 0, 0, 40, 0
0025, 32060923, 48, 0, 0, 48, 0
0030, 32060932, 57, 0, 0, 57, 0
0035, 32060941, 66, 0, 0, 66, 0
0040, 32060951, 77, 0, 0, 77, 0
0045, 32060963, 88, 0, 0, 88, 0
0050, 32060975, 100, 0, 0, 100, 0
0055, 32060987, 112, 0, 0, 112, 0
0100, 32060999, 124, 0, 0, 124, 0
0105, 32061008, 134, 0, 0, 134, 0
0110, 32061017, 143, 0, 0, 143, 0
0115, 32061026, 152, 0, 0, 152, 0
0120, 32061035, 160, 0, 0, 160, 0
0125, 32061043, 169, 0, 0, 169, 0
0130, 32061052, 178, 0, 0, 178, 0
0135, 32061063, 189, 0, 0, 189, 0
0140, 32061074, 200, 0, 0, 200, 0
0145, 32061087, 212, 0, 0, 212, 0
0150, 32061098, 224, 0, 0, 224, 0
0155, 32061110, 235, 0, 0, 235, 0
0200, 32061119, 244, 0, 0, 244, 0
0205, 32061127, 253, 0, 0, 253, 0
0210, 32061136, 262, 0, 0, 262, 0
0215, 32061145, 271, 0, 0, 271, 0
0220, 32061154, 280, 0, 0, 280, 0
0225, 32061163, 289, 0, 0, 289, 0
0230, 32061174, 300, 0, 0, 300, 0
0235, 32061186, 312, 0, 0, 312, 0
0240, 32061198, 324, 0, 0, 324, 0
0245, 32061210, 336, 0, 0, 336, 0
0250, 32061220, 346, 0, 0, 346, 0
0255, 32061229, 355, 0, 0, 355, 0
0300, 32061238, 364, 0, 0, 364, 0
0305, 32061247, 373, 0, 0, 373, 0
0310, 32061256, 382, 0, 0, 382, 0
0315, 32061265, 391, 0, 0, 391, 0
0320, 32061275, 400, 0, 0, 400, 0
0325, 32061286, 412, 0, 0, 412, 0
0330, 32061298, 424, 0, 0, 424, 0
0335, 32061310, 436, 0, 0, 436, 0
0340, 32061322, 448, 0, 0, 448, 0
0345, 32061331, 457, 0, 0, 457, 0
0350, 32061341, 467, 0, 0, 467, 0
0355, 32061353, 479, 0, 0, 479, 0
0400, 32061364, 490, 0, 0, 490, 0
0405, 32061376, 502, 0, 0, 502, 0
0410, 32061387, 512, 0, 0, 512, 0
0415, 32061401, 526, 0, 0, 526, 0
0420, 32061425, 551, 0, 0, 551, 0
0425, 32061449, 574, 0, 0, 574, 0
0430, 32061473, 599, 0, 0, 599, 0
0435, 32061486, 612, 0, 0, 612, 0
0440, 32061495, 621, 0, 0, 621, 0
0445, 32061510, 635, 0, 0, 635, 0
0450, 32061524, 650, 0, 0, 650, 0
0455, 32061538, 664, 0, 0, 664, 0
0500, 32061552, 677, 0, 0, 677, 0
0505, 32061565, 691, 0, 0, 691, 0
0510, 32061578, 704, 0, 0, 704, 0
0515, 32061587, 713, 0, 0, 713, 0
0520, 32061596, 722, 0, 0, 721, 0
0525, 32061604, 730, 0, 0, 730, 0
0530, 32061612, 739, 0, 0, 738, 0
0535, 32061619, 747, 2, 0, 745, 0
0540, 32061626, 756, 4, 0, 751, 0
0545, 32061633, 767, 8, 0, 759, 0
0550, 32061641, 779, 12, 0, 766, 0
0555, 32061647, 790, 17, 0, 773, 0
0600, 32061653, 802, 22, 0, 779, 0
0605, 32061656, 811, 28, 0, 782, 0
0610, 32061658, 819, 35, 0, 784, 0
0615, 32061659, 828, 43, 0, 785, 0
0620, 32062302, 840, 52, 0, 788, 0
0625, 32062304, 852, 62, 0, 790, 0
0630, 32062305, 864, 72, 0, 791, 0
0635, 32062365, 933, 82, 0, 851, 0
0640, 32062408, 988, 93, 0, 894, 0
0645, 32062409, 1002, 106, 0, 895, 0
0650, 32062408, 1015, 120, 0, 895, 0
0655, 32062405, 1026, 135, 4, 895, 0
0700, 32062401, 1037, 149, 8, 895, 0
0705, 32062398, 1047, 163, 11, 895, 0
0710, 32062394, 1058, 178, 15, 895, 0
0715, 32062388, 1069, 195, 21, 895, 0
0720, 32062380, 1079, 213, 29, 895, 0
0725, 32062371, 1090, 232, 37, 895, 0
0730, 32062363, 1103, 253, 45, 895, 0
0735, 32062355, 1116, 274, 53, 895, 0
0740, 32062347, 1129, 296, 62, 895, 0
0745, 32062336, 1142, 319, 72, 895, 0
0750, 32062323, 1153, 343, 86, 895, 0
0755, 32062309, 1163, 368, 100, 895, 0
0800, 32062295, 1174, 392, 114, 895, 0
0805, 32062279, 1185, 419, 129, 895, 0
0810, 32062263, 1196, 446, 146, 895, 0
0815, 32062245, 1206, 474, 163, 895, 0
0820, 32062227, 1217, 503, 181, 895, 0
0825, 32062209, 1230, 534, 199, 895, 0
0830, 32062190, 1243, 566, 219, 895, 0
0835, 32062170, 1256, 599, 239, 895, 0
0840, 32062146, 1268, 635, 262, 895, 0
0845, 32062112, 1278, 680, 297, 895, 0
0850, 32062070, 1289, 732, 338, 895, 0
0855, 32062025, 1300, 788, 384, 895, 0
0900, 32061974, 1310, 849, 435, 895, 0
0905, 32061908, 1323, 928, 500, 895, 0
0910, 32061853, 1354, 1015, 556, 895, 0
0915, 32061799, 1391, 1106, 610, 895, 0
0920, 32061737, 1429, 1206, 672, 895, 0
0925, 32061663, 1470, 1320, 746, 895, 0
0930, 32061587, 1511, 1438, 822, 895, 0
0935, 32061511, 1547, 1550, 897, 895, 0
0940, 32061445, 1584, 1653, 964, 895, 0
0945, 32061417, 1663, 1759, 993, 897, 0
0955, 32061287, 1767, 1994, 1124, 897, 0
1000, 32061207, 1812, 2118, 1203, 897, 0
1005, 32061120, 1849, 2242, 1290, 897, 1
1010, 32061114, 1975, 2374, 1297, 897, 84
1015, 32061106, 2096, 2504, 1306, 898, 162
1225, 32061044, 2126, 2596, 1370, 0, 165
